DDI,no.,FisherMode,method,isTest,recall,precision,accuracy
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM,True,0.8571428571428571,1.0,0.92000000000000004
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM,False,0.85338345864661658,0.97424892703862664,0.9042553191489362
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM_RBF,True,0.42857142857142855,1.0,0.68000000000000005
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM_RBF,False,0.45488721804511278,1.0,0.69148936170212771
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_xy,False,0.99371069182389937,1.0,0.99645390070921991
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_xy,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_xy_with_first,False,0.99371069182389937,1.0,0.99645390070921991
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_xy_with_first,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_new,False,0.99371069182389937,1.0,0.99645390070921991
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_new,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SAE_SVM,True,0.8571428571428571,0.95999999999999996,0.90000000000000002
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SAE_SVM,False,0.84586466165413532,0.92213114754098358,0.87234042553191493
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL,False,0.99371069182389937,0.98750000000000004,0.98936170212765961
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S,False,0.99371069182389937,0.98750000000000004,0.98936170212765961
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new,False,0.71698113207547165,1.0,0.84042553191489366
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new,True,0.8571428571428571,1.0,0.92000000000000004
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_contraction,False,0.77987421383647804,0.77500000000000002,0.74822695035460995
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_contraction,True,0.8571428571428571,0.80000000000000004,0.80000000000000004
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_sparsity,False,0.94339622641509435,0.98039215686274506,0.95744680851063835
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_sparsity,True,0.8928571428571429,1.0,0.93999999999999995
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,l2_reg,False,1.0,0.56382978723404253,0.56382978723404253
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,l2_reg,True,1.0,0.56000000000000005,0.56000000000000005
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_Drop_out,False,0.41509433962264153,1.0,0.67021276595744683
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_Drop_out,True,0.42857142857142855,1.0,0.68000000000000005
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM,True,0.7931034482758621,1.0,0.88235294117647056
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM,False,0.84150943396226419,0.97379912663755464,0.89765458422174838
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM_RBF,True,0.41379310344827586,1.0,0.66666666666666663
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM_RBF,False,0.43396226415094341,1.0,0.6801705756929638
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_xy,False,0.97484276729559749,1.0,0.98576512455516019
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_xy,True,1.0,0.93548387096774188,0.96078431372549022
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,Sda_xy_with_first,False,0.97484276729559749,1.0,0.98576512455516019
