DDI,no.,FisherMode,method,isTest,recall,precision,accuracy
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM,True,0.92592592592592593,0.86206896551724133,0.87234042553191493
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM,False,0.91760299625468167,0.84775086505190311,0.86046511627906974
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM_RBF,True,0.48148148148148145,1.0,0.7021276595744681
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SVM_RBF,False,0.449438202247191,1.0,0.68921775898520088
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_xy,False,0.99375000000000002,1.0,0.99646643109540634
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_xy,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_xy_with_first,False,0.99375000000000002,1.0,0.99646643109540634
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_xy_with_first,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_new,False,0.99375000000000002,1.0,0.99646643109540634
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,Sda_new,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SAE_SVM,True,0.92592592592592593,1.0,0.95744680851063835
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,SAE_SVM,False,0.84644194756554303,0.90400000000000003,0.86257928118393234
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL,False,0.48749999999999999,0.96296296296296291,0.69964664310954061
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL,True,0.48148148148148145,1.0,0.7021276595744681
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S,False,0.45624999999999999,0.96052631578947367,0.6819787985865724
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S,True,0.44444444444444442,1.0,0.68085106382978722
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new,False,1.0,0.58394160583941601,0.59717314487632511
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new,True,1.0,0.59999999999999998,0.61702127659574468
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_contraction,False,0.84375,1.0,0.91166077738515905
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_contraction,True,0.92592592592592593,1.0,0.95744680851063835
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_sparsity,False,0.98750000000000004,1.0,0.99293286219081267
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_sparsity,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,l2_reg,False,1.0,0.56537102473498235,0.56537102473498235
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,l2_reg,True,1.0,0.57446808510638303,0.57446808510638303
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_Drop_out,False,0.84375,1.0,0.91166077738515905
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,1,FisherM1ONLY,DL_S_new_Drop_out,True,0.92592592592592593,1.0,0.95744680851063835
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM,True,0.9642857142857143,0.93103448275862066,0.93617021276595747
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM,False,0.9135338345864662,0.84083044982698962,0.85412262156448204
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM_RBF,True,0.4642857142857143,1.0,0.68085106382978722
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SVM_RBF,False,0.45112781954887216,1.0,0.69133192389006337
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_xy,False,0.99367088607594933,1.0,0.99646643109540634
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_xy,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,Sda_xy_with_first,False,0.99367088607594933,1.0,0.99646643109540634
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,Sda_xy_with_first,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,Sda_new,False,0.99367088607594933,1.0,0.99646643109540634
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,Sda_new,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SAE_SVM,True,0.8928571428571429,0.92592592592592593,0.8936170212765957
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,SAE_SVM,False,0.84586466165413532,0.92592592592592593,0.87526427061310785
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL,False,0.83544303797468356,0.94285714285714284,0.87985865724381629
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL,True,0.8928571428571429,1.0,0.93617021276595747
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S,False,1.0,0.5703971119133574,0.5795053003533569
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S,True,1.0,0.60869565217391308,0.61702127659574468
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new,False,0.0,0.0,0.44169611307420492
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new,True,0.0,0.0,0.40425531914893614
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new_contraction,False,0.025316455696202531,1.0,0.45583038869257952
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new_contraction,True,0.035714285714285712,1.0,0.42553191489361702
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new_sparsity,False,0.025316455696202531,1.0,0.45583038869257952
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new_sparsity,True,0.035714285714285712,1.0,0.42553191489361702
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,l2_reg,False,1.0,0.55830388692579502,0.55830388692579502
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,l2_reg,True,1.0,0.5957446808510638,0.5957446808510638
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new_Drop_out,False,0.82278481012658233,1.0,0.90106007067137805
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,2,FisherM1ONLY,DL_S_new_Drop_out,True,0.8928571428571429,1.0,0.93617021276595747
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,SVM,True,0.84848484848484851,0.69999999999999996,0.734375
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,SVM,False,0.92720306513409967,0.86428571428571432,0.875
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,SVM_RBF,True,0.51515151515151514,0.84999999999999998,0.703125
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,SVM_RBF,False,0.45210727969348657,0.99159663865546221,0.68421052631578949
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_xy,False,0.99354838709677418,0.99354838709677418,0.9926739926739927
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_xy,True,0.96969696969696972,0.96969696969696972,0.96875
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,Sda_xy_with_first,False,1.0,0.98726114649681529,0.9926739926739927
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,Sda_xy_with_first,True,0.93939393939393945,0.83783783783783783,0.875
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,Sda_new,False,1.0,0.98726114649681529,0.9926739926739927
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,Sda_new,True,1.0,0.84615384615384615,0.90625
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,SAE_SVM,True,0.81818181818181823,0.84375,0.828125
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,SAE_SVM,False,0.85823754789272033,0.99115044247787609,0.91447368421052633
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL,False,0.83870967741935487,0.84967320261437906,0.82417582417582413
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL,True,0.81818181818181823,0.69230769230769229,0.71875
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S,False,0.87096774193548387,0.703125,0.71794871794871795
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S,True,0.78787878787878785,0.56521739130434778,0.578125
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new,False,1.0,0.80310880829015541,0.86080586080586086
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new,True,1.0,0.7021276595744681,0.78125
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new_contraction,False,0.03870967741935484,1.0,0.45421245421245421
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new_contraction,True,0.060606060606060608,1.0,0.515625
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new_sparsity,False,1.0,0.98726114649681529,0.9926739926739927
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new_sparsity,True,1.0,0.89189189189189189,0.9375
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,l2_reg,False,1.0,0.56776556776556775,0.56776556776556775
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,l2_reg,True,1.0,0.515625,0.515625
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new_Drop_out,False,0.8193548387096774,1.0,0.89743589743589747
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,3,FisherM1ONLY,DL_S_new_Drop_out,True,0.78787878787878785,1.0,0.890625
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,SVM,True,0.89655172413793105,0.89655172413793105,0.88235294117647056
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,SVM,False,0.92075471698113209,0.84429065743944631,0.85927505330490406
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,SVM_RBF,True,0.44827586206896552,1.0,0.68627450980392157
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,SVM_RBF,False,0.45283018867924529,1.0,0.69083155650319827
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_xy,False,0.99386503067484666,1.0,0.99644128113879005
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_xy,True,1.0,0.93548387096774188,0.96078431372549022
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,Sda_xy_with_first,False,0.99386503067484666,1.0,0.99644128113879005
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,Sda_xy_with_first,True,1.0,0.93548387096774188,0.96078431372549022
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,Sda_new,False,0.99386503067484666,1.0,0.99644128113879005
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,Sda_new,True,1.0,0.93548387096774188,0.96078431372549022
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,SAE_SVM,True,0.86206896551724133,0.92592592592592593,0.88235294117647056
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,SAE_SVM,False,0.85283018867924532,0.90763052208835338,0.86780383795309168
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL,False,0.93865030674846628,0.88439306358381498,0.89323843416370108
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL,True,0.93103448275862066,0.79411764705882348,0.82352941176470584
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S,False,0.84662576687116564,0.97872340425531912,0.90035587188612098
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S,True,0.72413793103448276,1.0,0.84313725490196079
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S_new,False,0.0,0.0,0.41992882562277578
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S_new,True,0.0,0.0,0.43137254901960786
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S_new_contraction,False,0.36809815950920244,1.0,0.63345195729537362
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S_new_contraction,True,0.27586206896551724,1.0,0.58823529411764708
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S_new_sparsity,False,0.99386503067484666,1.0,0.99644128113879005
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S_new_sparsity,True,1.0,1.0,1.0
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,l2_reg,False,1.0,0.58007117437722422,0.58007117437722422
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,l2_reg,True,1.0,0.56862745098039214,0.56862745098039214
RNA_pol_Rpb1_5_int_RNA_pol_Rpb5_N,4,FisherM1ONLY,DL_S_new_Drop_out,False,0.84662576687116564,1.0,0.91103202846975084
