no.,number_of_training,method,isTest,recall,precision,accuracy
1,10000,SVM,True,0.545654565457,0.534194938072,0.532614704256
1,10000,SVM,False,0.645315247425,0.631669535284,0.63625
1,10000,SVM_RBF,True,0.25797579758,0.914230019493,0.614980652294
1,10000,SVM_RBF,False,1.0,1.0,1.0
1,10000,SVM_POLY,True,0.712321232123,0.874409182984,0.804035378662
1,10000,SVM_POLY,False,0.889977392615,0.976302011573,0.9345
1,10000,Log,True,0.536303630363,0.542873051225,0.540077390824
1,10000,Log,False,0.702587289626,0.684030325263,0.6905
1,10000,DL,True,0.881738173817,0.890555555556,0.886124930901
1,10000,DL,False,1.0,0.99949786593,0.99975
1,10000,DL_S,True,0.902090209021,0.901594282573,0.901326699834
1,10000,DL_S,False,1.0,1.0,1.0
1,10000,SAE_S_SVM,True,0.533553355336,0.532089961602,0.529850746269
1,10000,SAE_S_SVM,False,0.617432805828,0.620707070707,0.621875
1,10000,SAE_S_SVM_RBF,True,0.445544554455,0.986601705238,0.718352681039
1,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
2,10000,SVM,True,0.524483133841,0.545248868778,0.540399890441
2,10000,SVM,False,0.612019109882,0.638342512457,0.63475
2,10000,SVM_RBF,True,0.26768226333,0.909426987061,0.617912900575
2,10000,SVM_RBF,False,1.0,1.0,1.0
2,10000,SVM_POLY,True,0.5359085963,0.884201077199,0.73103259381
2,10000,SVM_POLY,False,0.748302740759,0.990349417637,0.87125
2,10000,Log,True,0.558759521219,0.563048245614,0.559572719803
2,10000,Log,False,0.710082977118,0.699182966081,0.704
2,10000,DL,True,0.887377584331,0.882098431585,0.883593536018
2,10000,DL,False,1.0,0.999497361146,0.99975
2,10000,DL_S,True,0.916213275299,0.887717448603,0.899479594632
2,10000,DL_S,False,0.999497108373,0.999497108373,0.9995
2,10000,SAE_S_SVM,True,0.557127312296,0.539515279241,0.537660914818
2,10000,SAE_S_SVM,False,0.639678149359,0.612864370031,0.62
2,10000,SAE_S_SVM_RBF,True,0.479325353645,0.993235625705,0.736236647494
2,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
3,10000,SVM,True,0.523313219967,0.519607843137,0.519615912209
3,10000,SVM,False,0.626762305219,0.637163691225,0.631
3,10000,SVM_RBF,True,0.979155238618,0.546875,0.583813443073
3,10000,SVM_RBF,False,1.0,1.0,1.0
3,10000,SVM_POLY,True,0.687877125617,0.837116154873,0.77695473251
3,10000,SVM_POLY,False,0.872866683156,0.981914301614,0.927625
3,10000,Log,True,0.585847504114,0.546291560102,0.549519890261
3,10000,Log,False,0.709868909226,0.689075630252,0.6915
3,10000,DL,True,0.905101481075,0.866596638655,0.882853223594
3,10000,DL,False,0.999752658917,1.0,0.999875
3,10000,DL_S,True,0.900713110258,0.912729294052,0.907270233196
3,10000,DL_S,False,0.999752658917,1.0,0.999875
3,10000,SAE_S_SVM,True,0.578167855184,0.556494192186,0.558573388203
3,10000,SAE_S_SVM,False,0.654217165471,0.632623774217,0.63325
3,10000,SAE_S_SVM_RBF,True,0.51892484915,0.985416666667,0.755555555556
3,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
4,10000,SVM,True,0.52597047567,0.543810062182,0.541118421053
4,10000,SVM,False,0.602770780856,0.626932145664,0.624875
4,10000,SVM_RBF,True,0.257517769273,0.905769230769,0.614309210526
4,10000,SVM_RBF,False,1.0,1.0,1.0
4,10000,SVM_POLY,True,0.558228540186,0.873396065013,0.737938596491
4,10000,SVM_POLY,False,0.764483627204,0.991182233834,0.87975
4,10000,Log,True,0.536905412794,0.549832026876,0.547423245614
4,10000,Log,False,0.697481108312,0.684041501976,0.69
4,10000,DL,True,0.885729907053,0.884279475983,0.884594298246
4,10000,DL,False,0.999244332494,1.0,0.999625
4,10000,DL_S,True,0.910333515582,0.907851690294,0.908717105263
4,10000,DL_S,False,0.999244332494,1.0,0.999625
4,10000,SAE_S_SVM,True,0.556588299617,0.549379384781,0.548793859649
4,10000,SAE_S_SVM,False,0.615365239295,0.602614701529,0.60775
4,10000,SAE_S_SVM_RBF,True,0.4581738655,0.987043580683,0.725328947368
4,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
5,10000,SVM,True,0.566318106769,0.550856531049,0.554124417649
5,10000,SVM,False,0.629205083479,0.630147242326,0.62875
5,10000,SVM_RBF,True,0.937809576225,0.578804347826,0.629213483146
5,10000,SVM_RBF,False,1.0,1.0,1.0
5,10000,SVM_POLY,True,0.578425976885,0.867161716172,0.745957796657
5,10000,SVM_POLY,False,0.785198106155,0.993692841375,0.88975
5,10000,Log,True,0.549257017061,0.549559471366,0.551383940806
5,10000,Log,False,0.718664340892,0.692270763322,0.698625
5,10000,DL,True,0.883874518437,0.876159301691,0.879967114278
5,10000,DL,False,0.999750809868,0.999750809868,0.99975
5,10000,DL_S,True,0.898183819483,0.905660377358,0.902713072075
5,10000,DL_S,False,0.999750809868,0.999501743896,0.999625
5,10000,SAE_S_SVM,True,0.566318106769,0.546178343949,0.5497396547
5,10000,SAE_S_SVM,False,0.656366807874,0.623874940786,0.629125
5,10000,SAE_S_SVM_RBF,True,0.487616951018,0.983351831299,0.740750890655
5,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
6,10000,SVM,True,0.530277306169,0.526996625422,0.534280936455
6,10000,SVM,False,0.632301547678,0.641590678825,0.639
6,10000,SVM_RBF,True,0.902659875495,0.587260677467,0.639632107023
6,10000,SVM_RBF,False,1.0,1.0,1.0
6,10000,SVM_POLY,True,0.623089983022,0.870355731225,0.76867335563
6,10000,SVM_POLY,False,0.835496754868,0.983833039389,0.91075
6,10000,Log,True,0.513299377476,0.518285714286,0.525362318841
6,10000,Log,False,0.705691462806,0.689680409856,0.693625
6,10000,DL,True,0.889643463497,0.863736263736,0.876532887402
6,10000,DL,False,1.0,0.999251683712,0.999625
6,10000,DL_S,True,0.894736842105,0.897785349233,0.897993311037
6,10000,DL_S,False,0.999750374438,0.999750374438,0.99975
6,10000,SAE_S_SVM,True,0.533106960951,0.540447504303,0.546822742475
6,10000,SAE_S_SVM,False,0.597603594608,0.62752293578,0.620875
6,10000,SAE_S_SVM_RBF,True,0.468024900962,0.988052568698,0.735228539576
6,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
7,10000,SVM,True,0.53385127636,0.538332400672,0.534005037783
7,10000,SVM,False,0.620227560051,0.624331891066,0.62775
7,10000,SVM_RBF,True,0.245837957825,0.922916666667,0.609291911559
7,10000,SVM_RBF,False,1.0,1.0,1.0
7,10000,SVM_POLY,True,0.652608213097,0.876304023845,0.778337531486
7,10000,SVM_POLY,False,0.846776232617,0.985579752796,0.918125
7,10000,Log,True,0.567702552719,0.557493188011,0.554715924993
7,10000,Log,False,0.685714285714,0.684502776376,0.688375
7,10000,DL,True,0.891231964484,0.888765910349,0.888888888889
7,10000,DL,False,0.999494310999,0.999747091553,0.999625
7,10000,DL_S,True,0.868479467259,0.921672555948,0.896445563952
7,10000,DL_S,False,0.981036662453,0.996916752312,0.989125
7,10000,SAE_S_SVM,True,0.532741398446,0.541760722348,0.537083683179
7,10000,SAE_S_SVM,False,0.60783817952,0.611082867311,0.614875
7,10000,SAE_S_SVM_RBF,True,0.446725860155,0.988943488943,0.718443884691
7,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
8,10000,SVM,True,0.531460674157,0.532058492688,0.531627776216
8,10000,SVM,False,0.64383904024,0.626459143969,0.629875
8,10000,SVM_RBF,True,0.361235955056,0.908192090395,0.66207478212
8,10000,SVM_RBF,False,1.0,1.0,1.0
8,10000,SVM_POLY,True,0.524719101124,0.865616311399,0.721394433511
8,10000,SVM_POLY,False,0.743314171457,0.990013315579,0.867875
8,10000,Log,True,0.538202247191,0.531631520533,0.531627776216
8,10000,Log,False,0.707823044239,0.68588035844,0.69175
8,10000,DL,True,0.892134831461,0.882712618121,0.8867022772
8,10000,DL,False,0.999750062484,1.0,0.999875
8,10000,DL_S,True,0.906741573034,0.893687707641,0.899353387686
8,10000,DL_S,False,0.999750062484,1.0,0.999875
8,10000,SAE_S_SVM,True,0.506179775281,0.531877213695,0.529940961484
8,10000,SAE_S_SVM,False,0.615346163459,0.618437578498,0.61775
8,10000,SAE_S_SVM_RBF,True,0.446629213483,0.98635235732,0.719988754568
8,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
9,10000,SVM,True,0.529542920847,0.530133928571,0.534254143646
9,10000,SVM,False,0.614210657993,0.622780314561,0.621375
9,10000,SVM_RBF,True,0.361761426979,0.887824897401,0.661049723757
9,10000,SVM_RBF,False,1.0,1.0,1.0
9,10000,SVM_POLY,True,0.557971014493,0.865916955017,0.738121546961
9,10000,SVM_POLY,False,0.75356517388,0.994715984148,0.874875
9,10000,Log,True,0.557971014493,0.531034482759,0.536740331492
9,10000,Log,False,0.704528396297,0.691891891892,0.695625
9,10000,DL,True,0.909698996656,0.851330203443,0.876519337017
9,10000,DL,False,1.0,0.999749874937,0.999875
9,10000,DL_S,True,0.915273132664,0.895310796074,0.904972375691
9,10000,DL_S,False,1.0,1.0,1.0
9,10000,SAE_S_SVM,True,0.564102564103,0.539733333333,0.545580110497
9,10000,SAE_S_SVM,False,0.656492369277,0.629256594724,0.635125
9,10000,SAE_S_SVM_RBF,True,0.47491638796,0.989547038328,0.73729281768
9,10000,SAE_S_SVM_RBF,False,1.0,1.0,1.0
10,10000,SVM,True,0.515868746638,0.538159371493,0.535078251484
10,10000,SVM,False,0.606998992951,0.635812236287,0.63225
10,10000,SVM_RBF,True,0.236148466918,0.954347826087,0.611171073934
10,10000,SVM_RBF,False,1.0,1.0,1.0
10,10000,SVM_POLY,True,0.699300699301,0.866089273817,0.79492714517
10,10000,SVM_POLY,False,0.870594159114,0.98406374502,0.92875
10,10000,Log,True,0.548144163529,0.536598209584,0.535887749595
10,10000,Log,False,0.710221550856,0.680907554912,0.690875
10,10000,DL,True,0.903711672942,0.876369327074,0.887749595251
10,10000,DL,False,0.999496475327,0.999748174263,0.999625
10,10000,DL_S,True,0.899408284024,0.909684439608,0.904749055586
10,10000,DL_S,False,0.998992950655,0.999496221662,0.99925
10,10000,SAE_S_SVM,True,0.555137170522,0.536382536383,0.536157582299
10,10000,SAE_S_SVM,False,0.628147029204,0.600336862368,0.60775
10,10000,SAE_S_SVM_RBF,True,0.452393760086,0.988249118684,0.722611980572
